caseKey,caseName,caseDescription,scenarioKey,scenario,metric,estimate,lower95,upper95,n,method
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,strict-recusal-court,Strict recusal with substitute justices,emergencyReliefRate,0.446,0.434,0.458,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,strict-recusal-court,Strict recusal with substitute justices,emergencyReasonGivingRate,0.706,0.695,0.717,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,strict-recusal-court,Strict recusal with substitute justices,emergencyVoteDisclosureRate,0.651,0.639,0.662,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,strict-recusal-court,Strict recusal with substitute justices,emergencyPublicDisagreementRate,0.297,0.286,0.308,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,strict-recusal-court,Strict recusal with substitute justices,governmentEmergencyWinRate,0.419,0.407,0.431,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,strict-recusal-court,Strict recusal with substitute justices,meritsFollowUpRate,0.229,0.219,0.239,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,strict-recusal-court,Strict recusal with substitute justices,meritsInvalidationRate,0.726,0.703,0.749,1466,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,strict-recusal-court,Strict recusal with substitute justices,constitutionalConflict,0.355,0.343,0.366,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,strict-recusal-court,Strict recusal with substitute justices,democraticResponsiveness,0.426,0.413,0.438,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,strict-recusal-court,Strict recusal with substitute justices,complianceRate,0.338,0.326,0.349,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,strict-recusal-court,Strict recusal with substitute justices,publicTrust,0.025,0.020,0.030,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,strict-recusal-court,Strict recusal with substitute justices,administrativeLoad,0.552,0.540,0.564,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,strict-recusal-court,Strict recusal with substitute justices,directCourtCost,0.369,0.357,0.381,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,strict-recusal-court,Strict recusal with substitute justices,upstreamScreeningCost,0.689,0.678,0.701,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,strict-recusal-court,Strict recusal with substitute justices,capacityStrainCost,0.484,0.472,0.496,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,strict-recusal-court,Strict recusal with substitute justices,institutionalBudgetCost,0.440,0.428,0.453,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,strict-recusal-court,Strict recusal with substitute justices,institutionalDelayCost,0.413,0.401,0.425,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,strict-recusal-court,Strict recusal with substitute justices,implementationComplexity,0.502,0.489,0.514,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,strict-recusal-court,Strict recusal with substitute justices,totalInstitutionalCost,0.487,0.474,0.499,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,directionalScore,0.667,0.655,0.678,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,legalStability,0.876,0.868,0.884,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,rightsProtection,0.735,0.724,0.745,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,partisanAlignment,0.179,0.169,0.188,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,shadowDocketAbuse,0.043,0.038,0.047,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,legitimacy,0.725,0.714,0.736,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,reversalRate,0.442,0.430,0.455,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,reviewRate,1.000,0.995,1.000,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,intakeAcceptanceRate,0.023,0.023,0.024,274130,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,emergencyReliefRate,0.481,0.469,0.493,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,emergencyReasonGivingRate,0.872,0.864,0.881,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,emergencyVoteDisclosureRate,0.685,0.673,0.696,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,emergencyPublicDisagreementRate,0.123,0.115,0.131,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,governmentEmergencyWinRate,0.455,0.443,0.467,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,meritsFollowUpRate,1.000,0.995,1.000,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,meritsInvalidationRate,0.442,0.430,0.455,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,constitutionalConflict,0.257,0.246,0.268,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,democraticResponsiveness,0.451,0.439,0.464,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,complianceRate,0.415,0.403,0.427,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,publicTrust,0.032,0.027,0.037,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,administrativeLoad,0.543,0.531,0.555,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,directCourtCost,0.316,0.305,0.328,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,upstreamScreeningCost,0.689,0.678,0.701,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,capacityStrainCost,0.476,0.464,0.489,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,institutionalBudgetCost,0.387,0.375,0.399,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,institutionalDelayCost,0.413,0.401,0.425,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,implementationComplexity,0.500,0.488,0.512,6400,conservative-bounded-normal-95
high-emergency-pressure,High emergency pressure,Higher urgency and emergency docket pressure.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,totalInstitutionalCost,0.471,0.459,0.484,6400,conservative-bounded-normal-95
