profile,context,contrast,claim,left,right,kind,metric,componentRole,difference,lower,upper,monteCarloSE,runs,bootstrapReplicates
recency-weighted-15y,rightsThreatRate-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,totalInstitutionalCost,registered-diagnostic,-0.09007308715541912,-0.09031414634716045,-0.08983091926165016,0.0001253078314428415,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,averageLegislativeResponseDelay,additional-diagnostic,0.42175860938977344,0.4201908073302216,0.42343024611730257,0.0008436370862978307,120,2000
recency-weighted-15y,rightsThreatRate-high,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,emergencyReasonGivingRate,registered-component,-0.7019613979055124,-0.7260051060613634,-0.6764905929156537,0.012729507495926334,120,2000
recency-weighted-15y,rightsThreatRate-high,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,meritsFollowUpRate,registered-component,-1.0,-1.0,-1.0,0.0,120,2000
recency-weighted-15y,rightsThreatRate-high,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,averageTimeToReview,registered-component,0.0,0.0,0.0,0.0,120,2000
recency-weighted-15y,rightsThreatRate-high,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,totalInstitutionalCost,registered-component,-0.004298539445719237,-0.004444625918709689,-0.004156476060594816,7.622569981942596e-05,120,2000
recency-weighted-15y,rightsThreatRate-high,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,shadowDocketAbuse,registered-component,0.3404967798570443,0.33208944369721877,0.34910617496652846,0.004465189661361028,120,2000
recency-weighted-15y,rightsThreatRate-high,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,institutionalDelayCost,additional-diagnostic,-0.006690661662433145,-0.006882572967064925,-0.006489114389570002,0.0001046129322388969,120,2000
recency-weighted-15y,rightsThreatRate-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,directCourtCost,registered-diagnostic,-0.09715492499999998,-0.09728647541666664,-0.0970178220833333,7.070340084540758e-05,120,2000
recency-weighted-15y,rightsThreatRate-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,upstreamScreeningCost,registered-component,-1.9365587400912062e-05,-7.308040046921008e-05,3.571743593570003e-05,2.8086516966153993e-05,120,2000
recency-weighted-15y,rightsThreatRate-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,capacityStrainCost,registered-diagnostic,-0.04297902289160061,-0.04355072762630737,-0.042418157724466714,0.0002944625914999981,120,2000
recency-weighted-15y,rightsThreatRate-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,totalInstitutionalCost,registered-diagnostic,-0.05020998490226456,-0.05033798282163815,-0.05008373600039823,6.608209833876281e-05,120,2000
recency-weighted-15y,rightsThreatRate-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,intakeAcceptanceRate,registered-diagnostic,7.470289760928058e-06,-1.3294088207950218e-05,2.7306957543914242e-05,1.0532745123098215e-05,120,2000
recency-weighted-15y,rightsThreatRate-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,councilScreenRate,registered-component,-1.0,-1.0,-1.0,0.0,120,2000
recency-weighted-15y,rightsThreatRate-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,administrativeLoad,additional-diagnostic,-0.23963812500000006,-0.2405350833333334,-0.23875706770833338,0.00045782336944917465,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,legislativeResponseRate,registered-component,-0.2615625,-0.27239583333333334,-0.25083333333333335,0.005471794120748692,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,legislativeResponseCredibility,registered-component,-0.32011386287425536,-0.32151458090926,-0.3187080212161275,0.000734864882011197,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,timelyLegislativeResponseRate,registered-component,-0.03659135463445599,-0.04175727873381932,-0.031228777820567825,0.0026888138570488923,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,rightsProtection,registered-component,-0.017529937914604176,-0.018627298695073874,-0.016427434917711432,0.0005698153925321545,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,complianceRate,registered-component,-0.03291666666666667,-0.05041666666666667,-0.01583333333333333,0.009148983453146969,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,democraticResponsiveness,registered-component,-0.03777302515968999,-0.03982787778491975,-0.03584067152348742,0.0010208941043396446,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,vetoRelocationRisk,registered-component,0.0414292817613584,0.03964994590806527,0.043232198914922554,0.0009108861064887991,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,totalInstitutionalCost,registered-diagnostic,-0.0026434959136300753,-0.002848663320999845,-0.0024363790437513153,0.00010835395468593202,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,averageLegislativeResponseDelay,additional-diagnostic,0.07785572224362818,0.07506575530343654,0.08070628065601038,0.0014322692600183587,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,legislativeResponseRate,registered-component,-0.5315625,-0.5427083333333333,-0.520625,0.005623273349995312,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,legislativeResponseCredibility,registered-component,-0.6397402257485106,-0.6415966771289536,-0.6378502575797578,0.0009606903541532,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,timelyLegislativeResponseRate,registered-component,-0.03659135463445599,-0.04175727873381932,-0.031228777820567825,0.0026888138570488923,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,rightsProtection,registered-component,-0.03139605421135016,-0.032534289811190706,-0.030200455007954784,0.0005933184123857421,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,complianceRate,registered-component,-0.05322916666666667,-0.07510677083333335,-0.03208333333333334,0.011068699236824749,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,democraticResponsiveness,registered-component,-0.07723430187958433,-0.07919942625563549,-0.07528849331261347,0.0010018909033350943,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,vetoRelocationRisk,registered-component,0.08461468538126746,0.08291580632576091,0.0864100499639243,0.0009014229802562723,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,totalInstitutionalCost,registered-diagnostic,-0.005096375663120112,-0.005336271024062971,-0.004852240747055406,0.00012395042050212125,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,averageLegislativeResponseDelay,additional-diagnostic,-0.42175860938977344,-0.42343024611730257,-0.4201908073302216,0.0008436370862978307,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,legislativeResponseRate,registered-component,0.26999999999999996,0.2621848958333333,0.2783333333333333,0.004108664923181299,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,legislativeResponseCredibility,registered-component,-0.23142219620758872,-0.23227730238077585,-0.23057638455599716,0.0004416758963650252,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,timelyLegislativeResponseRate,registered-component,0.0,0.0,0.0,0.0,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,rightsProtection,registered-component,-0.01197111857604646,-0.013806405996302885,-0.010207495328927806,0.0009218398112238154,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,complianceRate,registered-component,0.35802083333333334,0.3388541666666667,0.37573697916666665,0.009294761475719691,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,democraticResponsiveness,registered-component,0.060349353155577636,0.0575074645449314,0.0629651304878423,0.0014174955784957274,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,vetoRelocationRisk,registered-component,-0.3375103194432775,-0.33893978121910157,-0.33609871667931923,0.0007180846941993815,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,totalInstitutionalCost,registered-diagnostic,-0.0927165830690492,-0.09294487330081433,-0.09248646424138197,0.00011857806439720513,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,averageLegislativeResponseDelay,additional-diagnostic,0.4996143316334016,0.4971751716741537,0.5020483738794037,0.0012501672226275374,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,legislativeResponseRate,registered-component,0.0,0.0,0.0,0.0,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,legislativeResponseCredibility,registered-component,-0.551048559081844,-0.5518319940489689,-0.5502995134396668,0.0004026547356223416,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,timelyLegislativeResponseRate,registered-component,0.0,0.0,0.0,0.0,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,rightsProtection,registered-component,-0.025837234872792443,-0.027661754895920973,-0.023988037602597042,0.0009282176103372447,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,complianceRate,registered-component,0.33770833333333333,0.3163515625,0.35760416666666667,0.010684904177744491,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,democraticResponsiveness,registered-component,0.0208880764356833,0.01824989399388813,0.02356288561883283,0.0013745364385728822,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,vetoRelocationRisk,registered-component,-0.29432491582336845,-0.29468708097927604,-0.2939572799358309,0.00019210750343138668,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,totalInstitutionalCost,registered-diagnostic,-0.09516946281853923,-0.09538893115538748,-0.09495079060841383,0.00011344755066569977,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,averageLegislativeResponseDelay,additional-diagnostic,0.0,0.0,0.0,0.0,120,2000
recency-weighted-15y,appointmentPolarization-low,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,emergencyReasonGivingRate,registered-component,0.8514328953662385,0.8214705194500046,0.8771889805245411,0.01432887969841959,120,2000
